,id,user_id,user_login,user_name,game_id,game_name,type,viewer_count,started_at,language
0,40860588125,71092938,xqcow,xQcOW,32982,Grand Theft Auto V,live,103668,2021-03-04T02:16:55Z,en
1,40873095725,37402112,shroud,shroud,516575,VALORANT,live,79027,2021-03-04T19:49:37Z,en
2,40874282573,149439626,blooprint,Blooprint,263490,Rust,live,51621,2021-03-04T20:50:07Z,en
3,40869635693,15564828,nickmercs,NICKMERCS,33214,Fortnite,live,47664,2021-03-04T16:23:34Z,en
4,40876942029,26154978,sykkuno,Sykkuno,510218,Among Us,live,43542,2021-03-04T22:50:34Z,en
5,41308074796,112078171,jackmanifoldtv,JackManifoldTV,369418,GeoGuessr,live,40407,2021-03-04T21:44:41Z,en
6,40872739485,97876585,nerdstgamers,nerdstgamers,516575,VALORANT,live,36904,2021-03-04T19:30:13Z,en
7,41305086540,54848721,r00t9r,r00t9r,263490,Rust,live,34389,2021-03-04T18:38:52Z,en
8,41309398716,569325723,loud_coringa,loud_coringa,32982,Grand Theft Auto V,live,33879,2021-03-04T23:41:16Z,pt
9,41304410796,96604083,ricoy23,ricoy23,263490,Rust,live,30743,2021-03-04T17:58:47Z,es
10,40875321117,51496027,loltyler1,loltyler1,21779,League of Legends,live,29643,2021-03-04T21:39:41Z,en
11,41308417596,44578737,jacksepticeye,jacksepticeye,510218,Among Us,live,27707,2021-03-04T22:20:52Z,en
12,40877051357,26490481,summit1g,summit1g,32982,Grand Theft Auto V,live,27040,2021-03-04T22:55:08Z,en
13,40871246941,22484632,forsen,forsen,27471,Minecraft,live,26471,2021-03-04T18:06:33Z,en
14,40876360717,121510236,juansguarnizo,juansguarnizo,489635,ARK: Survival Evolved,live,23931,2021-03-04T22:25:41Z,es
15,40875763549,175152654,noelmiller,noelmiller,509658,Just Chatting,live,20591,2021-03-04T21:59:59Z,en
16,40876813821,36473331,coscu,coscu,509658,Just Chatting,live,20534,2021-03-04T22:45:04Z,es
17,41307840668,155601320,jltomy,JLTomy,509658,Just Chatting,live,19950,2021-03-04T21:23:55Z,fr
18,40873320381,238813810,eliasn97,eliasn97,510218,Among Us,live,19721,2021-03-04T20:02:10Z,de
19,40877480893,121059319,moonmoon,MOONMOON,32982,Grand Theft Auto V,live,18973,2021-03-04T23:20:17Z,en
