,id,user_id,user_login,user_name,game_id,game_name,type,viewer_count,started_at,language
0,41287742828,459331509,auronplay,auronplay,513949,Little Nightmares II,live,84545,2021-03-03T15:44:24Z,es
1,40849649389,15564828,nickmercs,NICKMERCS,512710,Call of Duty: Warzone,live,64764,2021-03-03T16:06:05Z,en
2,41286751612,223191589,tubbo,Tubbo,32399,Counter-Strike: Global Offensive,live,60612,2021-03-03T14:12:54Z,en
3,41287994764,48878319,thegrefg,TheGrefg,33214,Fortnite,live,54490,2021-03-03T16:03:45Z,es
4,41287947628,622498423,otplol_,otplol_,21779,League of Legends,live,39923,2021-03-03T16:00:37Z,fr
5,40850084829,52091823,castro_1021,Castro_1021,518204,FIFA 21,live,33058,2021-03-03T16:36:34Z,en
6,40848431181,26991127,hiko,Hiko,516575,VALORANT,live,26477,2021-03-03T14:30:37Z,en
7,40849271757,100814397,dota2ruhub,Dota2RuHub,29595,Dota 2,live,22354,2021-03-03T15:38:31Z,ru
8,41287006748,50985620,papaplatte,Papaplatte,509658,Just Chatting,live,22053,2021-03-03T14:38:41Z,de
9,40849516605,103268673,gmhikaru,GMHikaru,743,Chess,live,21300,2021-03-03T15:57:25Z,en
10,40850361341,36769016,timthetatman,TimTheTatman,509658,Just Chatting,live,21280,2021-03-03T16:54:52Z,en
11,40848080733,21841789,nmplol,Nmplol,509658,Just Chatting,live,19974,2021-03-03T14:00:02Z,en
12,41288594108,639410117,bfmtv,BFMTV,417752,Talk Shows & Podcasts,live,19908,2021-03-03T16:50:52Z,fr
13,40849997277,76446919,seum,Seum,509658,Just Chatting,live,18692,2021-03-03T16:30:34Z,en
14,40844916685,181077473,gaules,Gaules,32399,Counter-Strike: Global Offensive,live,18180,2021-03-03T07:55:10Z,pt
15,40850329917,32140000,sypherpk,SypherPK,33214,Fortnite,live,16259,2021-03-03T16:52:58Z,en
16,41285573436,72550899,roshtein,ROSHTEIN,498566,Slots,live,15928,2021-03-03T11:46:30Z,en
17,40850582573,23161357,lirik,LIRIK,27471,Minecraft,live,15339,2021-03-03T17:06:40Z,en
18,40847207661,49207184,fps_shaka,fps_shaka,509658,Just Chatting,live,15107,2021-03-03T12:34:53Z,ja
19,40849022973,108268890,gorgc,Gorgc,29595,Dota 2,live,13522,2021-03-03T15:19:05Z,en
