,id,user_id,user_login,user_name,game_id,game_name,type,viewer_count,started_at,language
0,40871043789,95671295,albin,Albin,263490,Rust,live,52860,2021-03-04T17:56:04Z,en
1,40873538589,38368793,iriskpvp,iRiskpvp,263490,Rust,live,52617,2021-03-04T20:11:20Z,en
2,40884132365,190835892,lck_korea,LCK_Korea,21779,League of Legends,live,36903,2021-03-05T07:30:05Z,ko
3,40885055645,238141340,pubgkorea,PUBGKorea,493057,PLAYERUNKNOWN'S BATTLEGROUNDS,live,26454,2021-03-05T09:20:10Z,ko
4,40884131341,124425501,lck,LCK,21779,League of Legends,live,23683,2021-03-05T07:29:58Z,en
5,40885697517,35739604,rekkles,Rekkles,21779,League of Legends,live,23042,2021-03-05T10:42:44Z,en
6,40886208237,151920918,nasa,NASA,509670,Science & Technology,live,21080,2021-03-05T11:42:34Z,en
7,40885179789,127506955,pubg,PUBG,493057,PLAYERUNKNOWN'S BATTLEGROUNDS,live,19545,2021-03-05T09:36:09Z,en
8,40885937309,49207184,fps_shaka,fps_shaka,24193,Left 4 Dead 2,live,19046,2021-03-05T11:10:34Z,ja
9,40884682989,50988750,stylishnoob4,stylishnoob4,21812,Demon's Souls,live,16100,2021-03-05T08:33:34Z,ja
10,40885775789,70075625,silvername,SilverName,138585,Hearthstone,live,14701,2021-03-05T10:52:56Z,ru
11,40885877581,103825127,hanryang1125,풍월량,1535565784,Loop Hero,live,13412,2021-03-05T11:03:44Z,ko
12,40884936141,156037856,fextralife,Fextralife,512923,Baldur's Gate 3,live,13157,2021-03-05T09:04:55Z,en
13,40884399853,124425627,lpl,LPL,21779,League of Legends,live,11868,2021-03-05T08:00:02Z,en
14,40884122429,485855940,lolpacifictw,lolpacifictw,21779,League of Legends,live,11269,2021-03-05T07:28:58Z,zh
15,40884156221,146549780,lol_woolf,울프,21779,League of Legends,live,10469,2021-03-05T07:32:35Z,ko
16,40881779357,11897156,roflgator,roflgator,32982,Grand Theft Auto V,live,10348,2021-03-05T04:03:46Z,en
17,40884569133,98506045,mutex,MuTeX,512710,Call of Duty: Warzone,live,9996,2021-03-05T08:19:25Z,en
18,40880780813,82298024,paastreaming,PAAStreaming,488552,Overwatch,live,9627,2021-03-05T02:59:44Z,en
19,41314995836,505902512,samueletienne,samueletienne,509658,Just Chatting,live,9627,2021-03-05T10:29:40Z,fr
