,id,user_id,user_login,user_name,game_id,game_name,type,viewer_count,started_at,language
0,40860588125,71092938,xqcow,xQcOW,32982,Grand Theft Auto V,live,103868,2021-03-04T02:16:55Z,en
1,41302412572,459331509,auronplay,auronplay,509658,Just Chatting,live,86227,2021-03-04T15:32:14Z,es
2,41302115404,223191589,tubbo,Tubbo,510218,Among Us,live,65542,2021-03-04T15:06:20Z,en
3,40868248525,26991127,hiko,Hiko,516575,VALORANT,live,34175,2021-03-04T14:31:08Z,en
4,40869635693,15564828,nickmercs,NICKMERCS,512710,Call of Duty: Warzone,live,28959,2021-03-04T16:23:34Z,en
5,40869722301,490245656,purpled,Purpled,27471,Minecraft,live,24151,2021-03-04T16:30:05Z,en
6,41303131692,506796529,arsenalofficial,arsenalofficial,518203,Sports,live,22556,2021-03-04T16:30:07Z,en
7,40867047069,26610234,cohhcarnage,CohhCarnage,1535565784,Loop Hero,live,17477,2021-03-04T12:38:54Z,en
8,40865658909,49207184,fps_shaka,fps_shaka,10902,Katamari Damacy,live,17231,2021-03-04T09:48:46Z,ja
9,40867325917,6094619,jankos,Jankos,21779,League of Legends,live,17198,2021-03-04T13:06:14Z,en
10,41300267388,72550899,roshtein,ROSHTEIN,498566,Slots,live,16385,2021-03-04T11:26:19Z,en
11,40866807613,31688366,symfuhny,Symfuhny,512710,Call of Duty: Warzone,live,16188,2021-03-04T12:12:15Z,en
12,40867043533,100814397,dota2ruhub,Dota2RuHub,29595,Dota 2,live,15557,2021-03-04T12:38:32Z,ru
13,40867891853,21841789,nmplol,Nmplol,509658,Just Chatting,live,15329,2021-03-04T13:59:46Z,en
14,40866655997,139470326,handongsuk,한동숙,21779,League of Legends,live,13756,2021-03-04T11:57:05Z,ko
15,40867203565,245622027,deercheerup,deercheerup,509658,Just Chatting,live,13231,2021-03-04T12:55:40Z,pt
16,40868943805,10180005,stevesuptic,SteveSuptic,510218,Among Us,live,13032,2021-03-04T15:30:27Z,en
17,40869408317,424262503,flowpodcast,FlowPodcast,417752,Talk Shows & Podcasts,live,12694,2021-03-04T16:06:24Z,pt
18,41302743036,622498423,otplol_,otplol_,21779,League of Legends,live,12114,2021-03-04T16:00:09Z,fr
19,41299620124,128149102,shivfps,ShivFPS,511224,Apex Legends,live,11656,2021-03-04T09:20:21Z,en
